gene	GSM446731	GSM446732	GSM446733	GSM446734	GSM446735	GSM446736	GSM446737	GSM446738	GSM446739	GSM446740	GSM446741	GSM446742	GSM446743	GSM446744	GSM446745	GSM446746	GSM446747	GSM446748	GSM446749	GSM446750	GSM446751	GSM446752	GSM446753	GSM446754	GSM446755	GSM446756	GSM446757	GSM388115	GSM388116	GSM388117	GSM388118	GSM388119	GSM388120	GSM388121	GSM388122	GSM388123	GSM388124	GSM388125	GSM388126	GSM388127	GSM388128	GSM388129	GSM388130	GSM388131	GSM388132	GSM388133	GSM388134	GSM388135	GSM388136	GSM388137	GSM388138	GSM388139	GSM388140	GSM388141	GSM388142	GSM388143	GSM388144	GSM388145	GSM388146	GSM388147	GSM388148	GSM388149	GSM388150	GSM388151	GSM388152	GSM388153
ZEB2	5.118526246	4.66441161	4.817484529	4.831779434	5.113013414	5.089900872	5.85767527	4.396965423	4.873179011	5.432305178	4.863166267	4.783065186	4.810184686	4.424221273	5.534620089	5.520227603	5.295681827	4.725827081	4.922203586	4.579530263	5.655837039	4.980277238	4.832729242	6.218042464	5.219681911	4.895464742	4.679529636	6.313894131	6.283395808	4.725996203	4.396082521	4.671429588	4.243351885	4.530260561	6.161052933	5.5881285	5.999023263	5.954848273	5.052709393	5.022356768	5.736671005	4.729640587	5.811967939	5.313343009	4.651092581	5.202816559	4.39202146	5.084654657	5.57151161	6.160328168	4.388499768	4.937054029	3.832973184	5.345834207	4.540670401	4.057577866	4.938076697	4.226121195	4.732357992	4.495973792	4.128010056	5.395175251	5.099578895	5.338402219	5.237273797	4.335830788
ZDHHC17	4.320431814	4.200760738	4.115105027	4.271306549	4.181669448	4.397117073	4.281475576	4.768520909	4.360772897	4.196772742	4.138953936	3.978403916	4.902875429	4.334879997	4.971480211	4.800132403	5.211950145	4.413156328	4.5125762	4.669484103	4.500842969	4.741012144	4.962999565	4.475599168	4.622225225	4.916504079	4.173817206	4.551715435	4.885969401	4.554435956	4.469507155	4.49026865	4.470757669	3.946427113	4.720515339	4.59527502	4.988223048	4.994385285	4.779513604	4.732682016	4.845448975	4.878857734	4.100174456	4.68748711	4.688464767	4.682454065	4.632040504	4.425751859	4.278017642	5.353052791	4.420396625	4.728063965	4.607511709	4.373169381	4.550631948	4.222477746	3.275680841	4.464199173	4.323694047	4.399747666	4.121163032	3.990125706	3.553170825	4.510361733	4.426908645	4.615864112
ZCCHC24	7.982388726	7.929613516	7.760376021	8.164158782	7.72742559	8.360168744	9.057248546	8.42609365	7.867358833	8.354894829	8.549790316	7.438109305	8.067760478	8.499771054	7.785696265	8.065735823	8.6942724	9.086287102	7.936109655	7.575257395	8.404254322	8.074804007	7.826163571	9.31868107	9.368344847	8.67955656	8.256668911	7.540896507	7.71797868	8.064601606	8.083251894	8.139267044	8.244651592	8.193325691	8.812935802	7.940116129	7.841086562	8.458435079	7.372079426	8.418620149	8.992965876	7.644744131	9.01676008	9.107818774	8.35626558	8.367431565	8.101074324	9.28049365	8.528084799	7.30050854	7.631776951	8.399797441	8.104593163	8.85727711	7.964046115	8.257855923	8.162416951	7.762394356	8.24307369	8.264468724	8.048681171	8.286958244	9.456416262	8.744744766	8.713420506	7.820303238
ZC3H12D	5.350813261	3.830220641	4.094124998	3.979799845	5.474045894	4.376271755	5.103849835	3.69321572	4.608777555	4.051128773	3.588930196	3.221337156	4.825753191	4.646084267	5.231765366	4.157223472	4.75497415	4.056941718	3.438997041	4.272884494	6.216220301	4.227732034	5.444713383	3.859238832	5.206568166	4.261619016	4.541995129	5.05074181	4.878450448	4.195884984	4.072329423	4.480947913	4.072471069	3.733705916	4.714215175	3.561705463	6.81568383	6.047593113	4.402477581	3.84267633	4.667117288	3.974882667	5.354253399	4.883579538	3.879258839	3.916734028	4.130166681	4.229500545	4.788074024	3.946853291	3.741292154	4.065477595	3.589487891	6.051999965	3.572949537	4.326747116	3.692103889	3.758097252	4.142669299	4.764953754	3.614234541	4.908866303	4.010913903	5.625465456	5.213489073	4.298045346
ZBTB38	6.023762991	6.613045215	6.255768925	7.45462933	5.9883823	6.516643831	6.967702465	7.030544078	6.604690273	6.197258363	6.752532963	6.434717091	6.543157195	7.269687929	6.508717314	6.707486753	7.426516488	6.434717091	8.753369671	6.539580821	6.742414643	6.984913286	7.465920803	6.211962828	7.2228739	6.976017854	7.027887787	7.112357457	6.947665133	7.249242009	6.835040536	7.224498753	6.433633826	6.12159321	6.91277731	6.395719128	7.535465856	7.048641731	7.357003342	6.846151978	7.050059951	7.615824159	6.195029853	6.885313616	6.786329887	6.946906664	6.508720351	7.20601001	6.659404123	7.935905488	7.156916079	7.238325272	6.433560729	7.183045901	7.005834814	6.379867144	5.809733026	6.868990624	7.056761057	5.979075212	5.918701354	6.43753557	5.610783827	7.043867633	6.64689576	6.158145382
ZBTB21	6.426213606	6.874778399	6.186879425	5.37923142	6.118880927	6.243846202	5.396878439	6.441488414	6.317199167	5.781667187	5.529885161	6.534046862	5.712347174	5.447268497	5.210046591	5.64744398	5.417428622	6.031674663	5.965059752	5.57641564	5.660619159	5.366391423	5.929812714	6.086342372	6.543572702	5.271582936	5.495828396	5.48827344	5.867719298	5.543096122	5.707143011	5.483975174	5.645036075	5.53077564	7.738443135	6.504722429	5.63731165	6.170445604	6.123810878	6.073529914	6.50757753	5.695145143	6.59609926	5.624603735	5.195160866	5.64606505	5.475748806	5.731175205	6.292203099	5.926318707	5.985843493	5.424339629	5.473349321	6.387203392	5.765681392	5.827577711	6.223526577	5.796271325	5.900987408	5.895953504	5.744531897	5.435428747	5.774523762	5.797158535	5.771049576	6.015294622
ZBTB16	5.853888543	7.418732873	6.647500228	5.942134965	5.867379495	5.923800814	5.683838375	5.418504258	6.770869486	6.625592202	6.230484538	5.770835061	7.17472029	8.62302734	6.298077393	6.412119078	6.940005909	8.181001459	6.280256299	5.738825771	6.504633636	8.515419544	5.719634491	7.376904778	7.075723463	6.053822152	7.475165897	5.200377457	5.202682591	6.187848793	5.770949015	6.058657179	6.115053456	6.730951681	8.952029808	8.09400482	6.87935553	6.925520584	5.586769114	7.5667824	6.78075242	7.061013023	6.634506415	7.573946941	6.731864387	5.987446354	8.030587236	8.328590967	6.691510864	4.546252377	5.436391267	6.127735277	8.298571762	5.358649291	5.628440149	6.145587738	5.718817399	6.673755053	4.928227426	6.527387087	7.984309525	6.08355506	7.066871978	7.375117682	6.175666295	7.911334664
ZAP70	5.846587123	5.755232981	5.826076779	6.074999166	5.6219076	6.006153979	6.202037102	6.426428454	5.774279917	5.453659145	5.087134052	5.665788527	6.698846187	6.213225706	5.959062028	5.27269957	6.900720296	5.557650389	6.029298315	6.346227616	6.385729452	6.513434709	5.719907779	6.331407485	5.888535979	6.381173711	6.317204013	6.403282433	6.112801021	5.584108681	5.699225746	5.933234714	5.841666407	5.436071784	6.230848412	5.709451329	7.486487507	6.535430077	5.651672656	5.37844854	6.24486391	5.805761321	6.806628356	6.000950129	5.919005531	6.033427076	5.971594261	5.918482488	6.318047012	5.255888467	5.278721917	6.06701762	5.440953437	6.998451611	5.555726329	5.55752918	5.655008065	5.942910876	5.673101533	6.032384651	5.464060016	6.405314389	5.924089579	6.761625815	6.375419398	6.390079438
YWHAZ	9.799026832	8.976711685	8.19465018	7.873667506	10.23804112	9.44626218	9.6564535	8.282924042	9.202797184	8.27797007	10.25653309	8.029409122	7.965656204	8.164156009	8.075190482	7.578651452	7.498101949	7.837719756	8.290830748	7.769070131	7.809347386	7.892944816	7.949248067	8.729214948	8.282924042	7.692461751	7.902840113	8.298779173	8.523758781	8.597924069	8.630559519	8.745803039	8.730184151	9.142568186	8.212014538	8.035891346	8.669767722	8.393351707	8.722151205	8.285458445	7.718335195	8.559961615	7.852572323	8.142412573	8.535293371	8.358642675	8.078787053	8.386331782	8.529691435	8.96943428	8.983097626	9.075491591	8.413275047	9.155959799	8.881273907	8.808402845	8.272951632	7.766749692	8.637898946	8.374750553	8.461851159	8.232144701	8.317772733	8.231953649	8.219899452	7.625375657
YWHAB	7.658210633	7.039926606	7.720002478	6.980040795	8.271660792	7.699970422	7.375517384	7.026741215	7.453154895	7.240344052	8.049255535	7.445259	6.942738591	7.27615826	7.326106095	7.281993615	7.351524481	7.045357772	7.676901416	6.980034076	6.911508335	7.583702328	7.074746546	7.392819849	7.097814337	7.200388639	7.310152291	7.658300063	7.612804627	7.561227379	7.55905986	7.639370734	7.530325293	7.837409954	7.010751863	6.852334987	7.609446772	7.53427826	7.379638638	7.191412196	7.022514461	7.69111837	7.318680589	7.026303721	7.554185982	7.257909039	6.817678443	7.345378269	7.375000779	7.306766477	7.675240336	7.5080363	7.149146017	7.730801783	7.432065294	7.515644879	7.791662373	6.463209357	7.542467888	7.346537761	7.020166441	7.460085689	7.620439531	7.435372548	7.70353981	6.915677862
YIPF6	6.445954978	6.089918881	6.277408704	5.829848782	6.367956058	6.353302695	5.910531974	6.066653519	6.241324276	6.367104843	6.6115754	6.410881535	5.827690262	5.777843636	6.0201507	5.611929411	5.642583876	6.067098316	6.041684228	5.548056229	5.893160581	5.701356346	6.534507263	5.824203396	6.69125046	5.595868518	6.006676705	6.238137338	6.274273475	6.223880204	6.171627964	6.23830396	6.130415392	6.539549322	6.185959161	5.998740511	5.974572444	6.069575624	6.132074697	6.113689833	5.238200086	6.393298733	5.853873828	5.874410489	5.706814019	6.156273403	5.709326539	5.861052975	5.968403431	6.924473435	6.413387002	6.026515694	6.156556448	5.738490291	6.028098835	6.212149467	6.388200806	6.028644347	6.283772229	5.829234677	6.156060023	5.669509666	6.051308284	6.129907651	5.955392931	5.675116924
YIPF4	5.647534524	5.224574212	4.866213078	4.610178413	5.004278568	4.621527598	4.803927612	5.258264111	5.009451475	4.765287821	5.172959789	4.741491974	4.397579033	4.549454415	4.489041374	4.92343034	4.687897625	4.377065216	4.631825369	4.69614916	4.520640968	4.613022439	4.696536535	4.723853454	5.290099591	4.575359654	4.659984122	4.940507755	5.176027904	5.271857139	5.30466719	4.804535836	4.822419359	4.986953738	4.367301661	4.922579953	4.46367494	4.541026995	4.697198989	4.52086695	4.237068959	4.8029545	4.569204729	4.10272338	4.683042799	4.663767655	4.718104012	4.73201497	4.486952415	5.284425667	5.518292411	4.588413885	4.837004094	4.567782171	5.021021112	4.772335408	5.075026775	4.879076502	4.947096917	4.788457331	5.002089366	4.993160633	5.075126697	4.696723855	4.915513649	4.787238704
YAP1	9.342231181	9.01058588	8.423619369	8.033749609	8.808233593	8.559618358	8.733150203	8.115205311	8.106802981	8.943191809	9.049960191	8.473840036	8.602847429	8.169113652	8.061222003	8.153642959	7.917147101	7.716195184	7.980386971	8.262027348	8.074522614	7.353418741	8.315720408	8.385358685	8.559209374	7.863523539	8.142795332	8.49844323	8.412852143	8.626169681	8.713905375	8.281246525	8.260731827	8.61379493	8.796742589	8.554398134	7.744451132	8.565799709	8.373257091	8.24447438	7.915016371	8.15414838	8.727955267	8.116165435	8.167365552	8.376617546	7.986598596	8.631419606	8.371416404	8.449855951	8.863480518	8.194178808	7.840208501	8.319350188	8.755910551	8.665893368	8.548106424	7.65106071	8.54167057	8.045049672	7.766883406	8.424073411	8.707834822	7.960231979	8.516463492	8.106575887
XYLT1	7.702574537	8.494997694	7.075174107	7.337323565	7.777646637	6.907442508	8.324910475	7.438777922	7.247110152	7.328960064	7.94048274	7.445716314	7.78226148	7.014411782	7.418347711	7.583412174	7.174481356	6.795819339	6.438910702	6.839583014	6.645620803	6.611150347	7.018942138	7.811323642	8.11751567	6.816895726	6.877199238	7.125156849	7.294652852	7.687577262	7.460969861	7.902419757	7.892841399	7.908668468	7.507043797	6.564801599	6.947588392	7.2147885	6.85896894	7.245397672	6.502000905	7.10674578	6.775368484	7.859921789	7.170038045	7.198385518	6.72922853	7.859644204	7.931847627	7.094388169	7.179497381	7.775159012	7.069378785	7.220111509	6.929734023	7.828847023	7.948677128	6.56128539	7.787183429	7.233081495	6.863738386	7.892573007	8.3219086	6.792771779	7.664523897	6.729967849
XRCC3	4.754355297	4.452832356	4.968463315	4.896039601	4.50721376	4.636201328	4.512183925	4.619433676	4.866501204	4.558807347	4.254413305	4.722710476	4.752894942	4.488869475	4.538393032	5.127369472	4.399908626	4.171213749	4.855390846	5.239053352	4.582829839	4.801256151	4.358426338	4.784555413	4.338889374	4.7970232	4.26578413	4.634610939	4.483823229	4.608588944	4.769593541	4.706685406	4.831743646	4.428711358	4.467589501	5.423343944	4.477087746	4.49824306	4.408862694	4.708278345	4.813332578	4.479270431	4.246120401	4.372960463	5.066704964	4.464883943	4.797351296	4.31196734	4.424322815	4.494944361	4.873687167	4.449411702	5.115740459	4.585307181	4.410873518	4.382668225	4.502129034	4.8245916	4.343482395	4.777256512	5.11782485	4.803571605	4.305316882	4.794641094	4.815668475	4.728852016
XCL2	5.069143984	5.082595723	4.929399661	4.699893594	4.725572799	4.889929891	4.837502125	4.598090171	4.038229891	4.967761425	4.980001898	4.789966064	5.039796587	5.008154381	4.410315091	4.672969203	4.328510376	4.803268359	4.742798858	4.679610744	5.195608604	5.497559672	5.744723743	4.785300894	4.030653468	4.438855927	4.918151547	5.996182685	5.894070112	3.886520632	3.859460229	3.968749841	4.334028445	3.745999771	4.95495459	4.344065495	6.597827931	5.905674985	5.394904476	4.55528423	5.425253831	3.952509962	6.61455845	5.378993325	4.413558039	5.555474562	4.747439603	4.389385275	4.748509995	3.776158701	4.026955353	4.558015761	4.270144276	5.608646727	4.150235325	4.734202004	3.684485765	4.416177481	4.07313454	4.926433929	4.376223953	5.015773746	4.768440291	5.920053451	5.293436368	5.011861102
WNT2	7.183805968	7.096607654	5.833314485	7.152541114	7.138718346	6.529144934	7.408884409	6.330225453	6.99118602	7.894041559	6.911692512	5.84763258	5.897179698	5.63360997	7.072878709	7.075863808	7.499336331	5.9539034	6.494496998	6.507399188	5.997739688	6.202119744	7.247196432	6.828384013	6.372636179	6.842598816	6.97479231	6.9279658	6.968898723	7.520920361	7.512879487	6.772542942	6.660310719	7.555891274	6.809518946	5.903037477	5.615852216	6.165444677	5.592958499	6.126610207	6.325517232	6.271320688	5.381667899	5.994932308	6.588790588	6.86354311	6.358267445	6.672244006	7.910959413	6.151911324	6.798295193	7.359997868	6.154290004	6.419504205	6.741551485	7.610689198	7.827733847	6.40762991	7.970530848	7.222295208	5.573592386	6.786879513	7.762592893	6.461878688	6.930519318	5.923952024
WISP1	5.332451861	4.83642127	4.553407425	6.3940389	5.262031035	5.294553689	4.826994069	4.461087831	5.356059203	5.063736724	6.144091311	5.066036558	5.085798306	4.509515133	5.643064393	5.176388021	5.398884804	4.848398028	5.789923243	5.22225767	5.519642148	6.051397684	5.151966499	5.469801371	5.53911708	4.894189663	5.204117366	6.019380622	6.034606052	5.792800101	5.640132695	5.217837574	5.206378783	5.442865579	6.451056016	4.68769633	4.410774537	5.185001578	5.344881947	5.413568831	5.223183704	6.078762357	4.375076052	5.012183481	4.74433263	5.3158129	4.577936978	4.761068435	6.180753776	4.753958457	5.733681918	4.969917548	4.230851982	5.879926278	4.87738282	5.130991318	5.383992682	4.419663501	4.967243364	5.495157107	4.588014541	5.710928798	4.999701313	6.171352538	5.988094822	4.846751632
WIPI1	5.656758328	5.728180167	5.750510412	6.249561211	5.870556133	5.644669377	5.780561199	5.87668118	5.541343067	6.37775525	5.686435242	6.115565636	6.20535354	5.593048085	6.409088346	6.456545106	5.535157087	5.413007039	6.066403862	6.440121295	6.590716748	6.013466393	5.77647521	5.748884535	5.796321435	6.089997331	5.567071747	6.078561244	6.29578907	6.327447505	6.344809386	5.977638239	6.105917992	6.130260915	6.397083445	6.150198217	5.208832241	5.715202499	5.985745001	6.187258456	5.747197802	6.534946167	5.550375292	5.80887171	5.388132932	5.70947544	5.348894309	5.58373574	6.491749142	6.319868935	6.112871575	5.936754517	5.353171917	6.269551019	5.840356649	5.744535298	6.42852609	5.280294388	5.775036855	5.927310867	5.188166996	6.487052068	6.059422017	6.128747497	6.080365154	5.638536982
WIPF1	6.596419555	6.129803601	6.339004151	5.620074413	6.131662489	6.330262187	6.193188301	6.615764468	5.683345303	5.798056944	5.673772864	6.323244865	5.579624847	5.845017934	6.325655488	5.82922732	6.776528789	5.612608409	7.080952539	6.135225471	6.454500801	5.869954799	5.963977503	6.211148351	5.754771655	5.695285989	6.034497453	6.834823261	7.007191347	6.055257509	6.405773748	5.735158866	5.971093284	5.742802303	5.996077847	5.929331739	6.737103876	6.316570597	5.92006275	5.837945097	6.084611501	5.755608178	6.473493026	6.122883042	6.179862933	6.141393887	5.910356679	5.657999983	6.576661264	6.435362504	5.630874536	6.08324678	5.238374597	6.524493243	5.977476222	5.923600048	5.901916254	5.459539715	5.910236014	6.355268729	5.512377333	6.246524023	5.625730015	6.919328835	6.58732498	6.21135331
WHAMM	7.015175234	6.908357834	6.653377549	6.586541866	6.372361205	6.985232017	6.656070785	6.720892992	6.595871632	6.565809274	6.920296601	7.064918972	5.979665326	6.269165969	6.085985753	6.421754194	6.125913428	6.224841937	6.016987376	6.506900754	5.997697251	6.289485223	6.276079617	6.566535545	6.892207072	6.102883437	6.072505467	6.657767136	6.806660456	6.725506067	6.473877946	6.420207835	6.243574312	6.987959793	6.31086068	5.962573375	7.000909024	6.446369037	6.730328316	6.552970178	6.173762267	6.643985449	6.691143768	6.323674993	5.982902872	6.667911633	6.108431194	6.17954585	6.441127715	7.187695763	6.69814955	6.657373393	6.135035178	6.254514308	6.756716491	6.352933331	7.007112488	6.40020172	6.101962337	6.356392693	6.098341512	6.539217642	6.3809321	6.528964465	6.418611485	6.064387135
WDR93	4.172392844	4.021984559	4.11486373	4.457167031	4.270634274	4.342001299	4.199709375	4.496847	4.114810886	4.692474989	4.655239949	4.099612168	4.306645295	4.800870655	4.496847	4.484731138	4.623910646	4.530670829	4.798266243	4.714598977	4.492553938	4.682012423	4.534754795	4.643430814	3.857712493	4.657799806	4.536459863	4.314932158	4.181815124	4.295422212	4.395096538	4.293805681	4.464998651	4.229049669	4.097817714	4.903621728	4.218758701	4.121134733	4.706794711	4.516924968	4.712648709	4.461478912	4.22442477	4.564032142	4.734473604	4.052207015	4.694033254	4.362940346	4.185421544	4.376999483	4.427450708	4.418300902	4.906651666	4.387264042	4.575030017	4.239148637	4.202874675	5.044907395	4.191859999	4.467725594	4.868922746	4.280953416	4.202622545	4.313020978	4.219798768	4.750666374
WDR34	5.970900618	6.402740505	6.279664347	5.940679097	6.096948481	6.525576666	5.948129923	6.026278673	6.154181797	5.765436755	5.985812413	6.345739287	6.58672262	5.947332146	5.816207417	6.357641723	6.108178465	6.049421071	6.829708327	5.709367421	5.68828548	6.427670417	6.103485156	6.02163911	6.017097218	5.832791223	6.217038806	5.780935697	5.896398744	6.283456305	6.053369724	6.143096801	6.101597394	6.699249245	5.546262453	5.789484651	5.867377347	5.698057507	6.50945837	6.048044021	5.613358346	6.301457023	5.709941857	6.164376686	6.083391724	6.256561533	6.178728175	6.142591219	6.106605755	6.325749772	6.460680097	6.458958664	6.177664149	5.909718078	6.488214662	6.291357496	6.653395606	6.171394486	5.889488576	6.118978812	6.171582883	6.308608845	6.489845114	5.627496943	6.051549325	6.028735123
WDR33	4.681857635	5.034607569	5.025660161	5.092970246	4.784184326	4.941097908	4.861289187	4.760162701	5.292404015	5.301987827	5.624746697	5.305712742	5.181583572	5.177202876	5.281029558	5.290644397	5.313624514	5.311242716	5.676180249	5.632468505	5.388677422	5.494866081	5.211775909	4.992373105	4.540869315	5.738892455	4.992553441	5.029766654	5.063355525	4.655617647	5.401218128	4.899002213	5.462555261	5.034197384	5.052419337	5.64240189	5.267397891	4.9949088	4.675939934	5.146595425	4.865281879	5.031541461	4.675442921	5.347312776	5.450222129	4.895458377	5.574141638	5.186124918	5.182079811	5.0814552	5.376221979	5.101789696	5.700988002	5.067374421	5.023266862	5.220317649	5.104986914	5.804385802	5.160685658	5.057323038	5.414839227	5.304647801	4.884389024	5.143799047	4.875795601	5.702864282
WDHD1	3.708233269	3.111321529	3.346310874	3.70538414	3.842717193	3.632421137	3.418133708	3.314464215	3.202222365	3.744432332	4.051110474	3.847176198	3.71926349	3.16677573	3.600431189	3.38143529	3.279212777	3.307371716	3.835365476	4.181263447	3.832244189	3.145765596	3.400426836	3.217584369	3.178598448	3.632421137	3.672405398	4.007893931	3.725124693	3.627333673	3.69167942	3.556253393	3.629550703	3.697257534	3.258184443	3.273264491	3.540370012	3.462926983	3.989005489	3.316012663	3.213795264	3.545109155	3.090738263	3.321319516	3.13118572	3.24186848	3.316686134	3.270953971	3.323365127	5.166809949	4.16902114	3.717620014	3.24083587	3.620710898	3.569718984	3.289732815	3.842989802	3.13285695	3.650709002	3.390971349	3.312021373	3.284793714	3.512231995	3.428020392	3.420606857	3.587051021
WDFY2	6.08113551	6.055068523	6.350631314	6.312686138	6.041886953	6.051592663	6.312686138	6.446549098	6.099422545	6.279472167	6.102859708	6.179964027	6.426703185	5.835449091	6.497445512	5.859438731	6.259261828	6.200709666	6.359331759	6.876919041	6.941235169	6.404690368	6.183084559	6.302087852	6.12535919	6.171291634	5.901033026	6.825899849	6.864336338	6.255875984	6.049231979	6.164883195	6.108508976	5.778520414	6.280608115	6.551679387	6.554323564	6.54364935	6.100472302	6.493514512	6.196397569	6.316657948	6.2344709	6.330096707	6.258613935	6.350714982	6.311244315	5.98322394	6.329510775	6.667037587	5.989840853	5.852355087	6.083182414	6.036565487	6.108552106	6.386419923	5.995700824	6.446710283	6.076913297	6.320539756	6.102688655	5.97711348	5.924264175	6.205588442	6.058046398	6.520887907
WDFY1	7.302179848	7.257983408	6.821715558	7.24582879	7.054480649	7.173258513	6.86989391	6.93535906	6.997373501	7.01549328	6.743663559	6.790284498	6.888435243	6.33647601	6.655700016	7.157571595	6.72984903	6.656064364	6.166755907	7.248073055	6.601113687	6.364595629	6.705049544	7.251555251	7.691336192	6.414229946	6.885855561	7.175920255	7.444245056	7.140791492	7.021526266	7.00136928	7.119136462	7.323109879	7.221108575	6.528046257	6.410881219	6.810540178	6.510381747	6.684906653	6.727662769	7.151759199	6.488161932	6.767716921	6.739947	6.620959065	6.566910313	7.091014288	7.100155703	7.229471761	7.412044937	7.050720776	6.511225147	7.021486235	6.927987653	6.923759292	7.436454721	6.396036137	7.046174035	6.841118584	6.534653229	6.988097569	7.154637601	6.81172311	7.126438021	6.41177971
WBP1L	8.647097703	8.751204601	8.030382688	8.855642768	8.27105873	8.411418729	8.859095488	8.564645403	9.263885971	8.448396264	7.97222731	7.893709679	8.031900843	8.235089025	8.256101388	7.908906554	8.582028583	8.200901983	8.094654549	8.009316618	8.694856298	7.867297406	8.309525748	8.73923603	8.963936669	8.059310189	8.220190317	8.075294721	8.140405059	8.413927517	8.402641967	7.978096741	8.041710283	8.500506688	8.895598696	8.066455603	8.183185089	8.559621175	7.916022149	8.499503635	9.043261996	8.232345213	8.913629561	8.754266787	8.20811457	8.467973561	8.037557985	8.604253456	8.944946038	7.855741909	7.94990184	8.52564046	8.111663079	8.675699725	8.320169404	8.164191335	8.712126665	7.762232578	8.234396675	8.309981682	8.055145773	8.579849424	8.884447273	8.905057952	8.697998969	8.043062731
WARS	7.787836731	7.592907934	7.797015184	7.819806661	8.218681356	8.569237692	7.8737756	7.46435008	8.468514779	7.333976629	7.504620968	7.20827303	7.823837987	7.570105054	7.715368788	7.034842827	8.961881934	7.182151252	8.127153961	6.930942779	9.194559333	8.080729816	7.254126775	7.697610233	8.488672378	7.004094815	8.259115467	9.070946814	9.18511926	8.044734666	7.811781826	7.644852096	7.624837559	7.474280408	7.688682222	7.313325561	8.27808854	8.184430062	8.018703192	7.470501337	8.067960713	8.716123907	7.818755649	7.617447962	7.349252713	7.779426365	7.133894638	7.338016286	7.920106313	8.108483999	7.319924777	8.169611024	7.061631493	9.1976103	7.712751398	7.54392401	7.760531194	6.92337111	7.609033995	8.208452572	7.214030711	7.322587599	7.740619052	8.118963082	7.870542293	7.359161514
VWA3A	6.821800089	6.712995566	6.784471059	7.193972817	7.024481522	6.929808959	6.501783716	7.36690751	6.750896364	6.903823101	6.921247842	6.797783075	6.782105662	6.708750635	6.868849585	7.585000953	7.699713826	6.979979242	7.033040781	7.261239394	7.165430675	7.216499365	7.04339911	6.776177156	6.284989427	7.226722197	6.807457673	6.48829943	6.439258988	6.593128634	7.151758855	6.712540536	7.09874563	7.115318742	6.627762651	7.389579499	6.919423664	6.948425574	6.681158654	7.089320777	7.116018126	6.773899998	6.401174633	6.602340819	7.452806087	6.440428245	7.198595807	7.094555987	6.85615434	6.705852147	7.141121694	6.80074149	7.366865894	6.925960383	7.024437063	6.939122446	7.088969587	7.450558567	7.03079512	7.022074776	7.317732204	6.992206786	6.880136959	6.857244871	6.933861578	7.338576459
VTCN1	5.53178323	4.310845439	5.398583519	4.376114497	4.694881368	5.831821362	4.96121787	6.047488211	5.033578776	4.98957911	4.87695743	5.100418767	5.017944575	5.704519075	5.17469321	4.293227285	5.093481826	6.128615917	6.053451709	4.526235455	5.488301033	5.634825632	4.64931759	5.512141609	4.759442135	5.211065079	5.172855006	3.267552165	3.520633359	4.810592722	4.634370366	4.828830126	4.745786649	5.720072849	4.313871194	6.086951455	3.746378426	4.133049339	4.406816678	6.563452766	3.6829122	5.813274607	4.045213678	6.75291558	5.635941835	7.164357003	7.068294214	5.448554771	5.695447275	3.357795946	5.597258326	5.078507404	6.487452589	3.749088944	5.661712372	4.024972273	6.803738205	6.472677612	4.641559356	6.268812538	6.280966907	3.526352237	5.828333799	4.093555206	5.143531531	5.898578629
VSX1	4.387430643	4.44835042	4.726326049	4.634513658	4.370097973	4.37553043	4.514471115	4.697528535	4.311096383	4.863285425	4.459139981	4.525635659	4.768936032	4.658551918	4.505662204	5.54955335	4.572348327	4.690046975	4.795812305	4.629011787	4.740998517	5.047618952	4.759890411	4.645544811	4.430326493	4.906381643	4.322717566	4.278483363	4.478200488	4.204674827	4.496597469	4.495470956	4.428244117	4.58240133	4.715163422	5.203095202	4.691961352	4.821644972	4.789195477	4.906249209	4.678488449	4.539457518	4.583078968	4.538832218	4.976176349	4.423353513	4.939165048	4.322831426	4.364733231	4.600406252	4.619974443	4.382623292	5.016157684	4.325799403	4.423483836	4.837084189	4.640233034	5.268026999	4.62581553	4.626455207	4.848539445	4.889261488	4.20874759	4.764757964	4.554737784	4.870973834
VSIG4	7.592159553	6.438939288	7.554015653	6.729604509	7.04660019	7.298066739	7.170025999	6.283795865	6.254471001	6.94390293	6.933293931	7.352974656	6.600634787	6.809024322	7.824597394	6.928404839	9.606867371	7.266652597	7.469522407	7.133050895	8.355225186	7.93929833	7.408655612	7.235511433	6.856885611	6.555203597	7.007677689	7.547925473	7.641362497	6.722744018	6.619259516	7.445355744	7.317292826	6.554995272	7.58303052	8.062443674	8.825300197	8.061811241	6.778156111	7.012726553	8.233388926	6.267065566	6.977421733	7.808180556	6.881170402	6.470153883	7.150805948	6.006040441	7.899686546	8.534546218	6.159005038	7.221398509	6.914606299	7.237158814	6.435743781	7.962415912	6.941358562	6.504615962	6.248334013	7.306234811	6.522242628	8.484111456	6.942372477	8.346695385	7.181823307	6.641922666
